0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.82,66.34,91.96000000000001,112.28,128.44,142.16,152.66,162.18,169.58,175.20000000000002,143.94,116.91999999999999,94.12,76.06,61.84,49.94,41.040000000000006,32.7,26.3,21.340000000000003,17.6,14.66,12.4,10.48,8.76,7.1,5.66,4.6000000000000005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,41.68,59.08,75.56,90.5,102.66,114.3,123.78,132.38,140.22,125.18,111.2,99.64,88.19999999999999,77.66,69.24,60.7,54.080000000000005,47.89999999999999,41.96,37.32,32.86,28.42,24.6,21.58,18.96,16.86,14.940000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.68,103.64,133.48,154.08,168.96,178.56,184.74,188.76000000000002,192.26000000000002,194.64000000000001,136.6,93.92000000000002,65.06,44.96,30.36,20.96,14.96,11.02,7.54,5.24,3.62,2.36,1.4,0.94,0.6599999999999999,0.45999999999999996,0.27999999999999997,0.19999999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.58,69.0,94.94,115.8,132.2,145.64,156.54,165.16,172.3,177.71999999999997,144.2,116.1,92.66,74.1,59.6,47.82,38.16000000000001,30.720000000000006,24.240000000000002,19.720000000000002,16.14,13.440000000000001,11.3,9.200000000000001,7.48,5.96,4.8,3.72
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.46,98.66,128.36,149.12,164.46,175.04000000000002,181.96,186.68000000000004,190.22,193.18000000000004,138.60000000000002,97.88000000000001,69.3,49.459999999999994,34.58,24.240000000000002,17.54,12.96,9.54,6.6000000000000005,4.78,3.3600000000000003,2.2600000000000002,1.36,0.9199999999999999,0.7,0.48,0.33999999999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.740000000000002,34.46,49.92,63.800000000000004,76.62,89.02000000000001,99.04000000000002,108.82,117.46000000000001,125.14000000000001,114.4,104.06,94.64000000000001,85.9,77.88000000000001,69.96000000000001,64.22,57.74,52.660000000000004,47.580000000000005,43.18000000000001,39.14,35.12,31.660000000000004,28.540000000000003,25.66,22.52,20.299999999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22,143.44,170.66,183.92,190.92,195.07999999999998,197.56,198.98,199.42,199.7,106.56,56.46,29.259999999999998,16.060000000000002,9.06,4.9,2.44,1.02,0.5800000000000001,0.3,0.22,0.1,0.08,0.02,0.02,0.02,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94,93.47999999999999,122.34,143.74,159.07999999999998,170.88,178.78,184.18,187.98,190.98,140.54000000000002,101.72000000000001,74.20000000000002,53.84,39.400000000000006,28.1,20.44,15.260000000000002,11.620000000000001,8.74,6.3,4.6,3.3,2.32,1.44,0.96,0.74,0.54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.12,55.08,77.46000000000001,96.5,112.92000000000002,126.08000000000001,137.16,146.92000000000002,155.32000000000002,162.76000000000002,139.42000000000002,118.38,99.96000000000001,84.24,70.6,59.660000000000004,50.44,42.46,35.62,29.620000000000005,24.980000000000004,21.12,17.860000000000003,15.440000000000001,13.14,11.58,10.16,8.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.540000000000001,28.22,41.2,53.32,64.26,74.68,84.68000000000002,93.84000000000002,101.76,109.74000000000002,102.08000000000001,94.62,87.72,80.96,75.12,69.64,63.68000000000001,58.38000000000001,54.44,49.74,46.44,43.04,39.86,36.94,34.06,31.04,28.740000000000002,26.820000000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.26,135.64000000000001,164.12,179.84000000000003,187.94,193.0,196.14,197.92000000000002,198.98000000000002,199.42000000000002,113.42000000000002,64.14,35.76,20.08,12.0,6.98,3.84,2.06,1.02,0.5800000000000001,0.32,0.22,0.12,0.08,0.06,0.02,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.740000000000002,34.42,49.86,63.74,76.53999999999999,88.86000000000001,98.98000000000002,108.70000000000002,117.34,125.1,114.32,104.0,94.64,85.86,77.84,70.02,64.08,57.78,52.66,47.580000000000005,43.22,39.14,35.14,31.740000000000002,28.619999999999997,25.759999999999998,22.660000000000004,20.320000000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.980000000000004,83.0,111.12,132.2,148.40000000000003,161.12,170.88,177.72000000000003,182.54000000000002,186.40000000000003,143.38,108.8,82.72,63.0,47.98,36.32,27.22,20.92,16.5,12.879999999999999,10.08,7.760000000000001,5.800000000000001,4.5600000000000005,3.4000000000000004,2.3800000000000003,1.78,1.26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.46000000000001,110.02000000000001,139.52,159.60000000000002,173.54000000000002,181.94,187.32,191.24,194.14000000000001,196.20000000000002,133.07999999999998,88.52,59.58,39.76,26.060000000000002,17.78,12.46,8.6,5.76,3.7199999999999998,2.4,1.44,0.88,0.62,0.38,0.26,0.22,0.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.980000000000004,79.72,107.10000000000001,128.57999999999998,145.0,157.74,168.01999999999998,175.26,180.74,184.84000000000003,143.9,110.62,85.52000000000001,65.68,50.660000000000004,38.84,29.519999999999996,22.919999999999998,17.939999999999998,14.240000000000002,11.400000000000002,9.080000000000002,6.92,5.38,4.08,3.2,2.2600000000000002,1.6600000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82,49.1,69.0,87.44,102.38,115.76000000000002,127.12,136.78,145.64000000000001,152.8,133.48000000000002,116.00000000000001,101.23999999999998,86.96,75.27999999999999,64.76,55.81999999999999,48.31999999999999,41.08,35.540000000000006,30.540000000000003,25.94,22.18,19.06,16.6,14.460000000000003,12.920000000000002,11.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.34,104.5,134.3,155.10000000000002,169.76000000000002,179.04,185.1,189.26,192.6,194.88,136.16,93.16,64.3,44.0,29.6,20.5,14.620000000000001,10.52,7.220000000000001,5.0200000000000005,3.4000000000000004,2.2600000000000002,1.36,0.88,0.62,0.44,0.26,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,34.92,50.53999999999999,64.56,77.62,89.96,100.16000000000001,110.04,118.27999999999999,126.32000000000001,115.06,104.64000000000001,94.96000000000001,86.14000000000001,77.9,69.72,63.86000000000001,57.68,52.599999999999994,47.279999999999994,43.040000000000006,38.82,34.86,31.26,28.14,25.38,22.279999999999998,19.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.68,41.46,58.92,75.14,90.08000000000001,102.25999999999999,113.94,123.32000000000002,132.08,139.84,124.96000000000001,111.22,99.52,88.44,77.80000000000001,69.38,60.8,54.239999999999995,47.919999999999995,42.12,37.46,32.88,28.560000000000002,24.76,21.68,19.02,16.999999999999996,15.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.82000000000001,173.24,189.26,196.12,198.86,199.54000000000002,199.78000000000003,199.92000000000002,199.98000000000002,199.98000000000002,74.18,26.759999999999998,10.74,3.8800000000000003,1.1400000000000001,0.46,0.22000000000000003,0.08,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.54,55.86,78.58,97.82,114.24000000000001,127.34,138.56,148.23999999999998,156.67999999999998,163.73999999999998,140.18,118.66,99.80000000000001,83.58,70.02,58.99999999999999,49.62,41.68,34.68,29.06,24.2,20.36,17.419999999999998,14.899999999999999,12.74,11.2,9.76,8.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,53.28,74.56,93.74000000000001,109.60000000000001,122.72,134.22,144.18,152.12,159.32,137.64000000000001,117.88,100.75999999999999,85.26,72.18,61.72,52.14,43.94,37.660000000000004,31.72,26.720000000000002,22.52,19.26,16.28,14.36,12.2,10.879999999999999,9.54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,55.08,77.46000000000001,96.5,112.9,126.06,137.16,146.92,155.32,162.75999999999996,139.42,118.38,99.94,84.24000000000001,70.60000000000001,59.68,50.44,42.459999999999994,35.62,29.620000000000005,25.000000000000004,21.12,17.880000000000003,15.42,13.16,11.58,10.14,8.8
