0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.28,162.8,183.94,193.22,197.38,198.9,199.46,199.86,199.92000000000002,199.96,85.7,37.18,16.06,6.78,2.62,1.1,0.54,0.14,0.08,0.04,0.02,0.02,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.46,44.64,63.18,80.24,94.92000000000002,107.19999999999999,118.50000000000003,128.5,137.02,144.58,127.44,112.41999999999999,98.41999999999999,85.53999999999999,75.22,66.7,58.14,50.92,44.900000000000006,39.4,35.12,30.52,27.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.26,42.86,60.36,77.08,91.60000000000001,103.68,114.52,124.76,133.29999999999998,140.95999999999998,125.4,110.44,98.3,85.94,75.46000000000001,67.4,59.760000000000005,52.279999999999994,46.28,41.019999999999996,36.3,32.56,28.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7,169.12,187.82,195.44,198.46,199.32,199.76,199.92000000000002,199.96,199.98000000000002,77.3,30.88,12.18,4.5600000000000005,1.54,0.6799999999999999,0.24,0.08,0.04,0.02,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,99.22,128.36,148.7,163.06,173.84,181.16,186.6,190.28,193.26,138.38,97.7,69.48,49.82,35.9,25.36,18.26,12.959999999999999,9.44,6.62,4.52,2.98,2.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.54,58.32,81.58000000000001,100.62,116.4,129.94,141.22,150.26000000000002,158.14000000000001,164.22,138.54000000000002,116.38000000000001,97.13999999999999,81.44000000000001,68.42,57.36000000000001,47.96,40.74,34.26,29.48,24.94,21.1,17.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.02,187.22000000000003,197.14000000000001,199.32000000000002,199.9,199.96,199.98000000000002,200.0,200.0,200.0,49.980000000000004,12.780000000000001,2.8600000000000003,0.6799999999999999,0.1,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78,42.14,59.519999999999996,75.9,90.46,102.11999999999999,112.96,123.67999999999999,131.8,139.5,124.61999999999999,109.83999999999999,98.05999999999999,85.94,75.24,67.7,60.32000000000001,52.2,46.92,41.699999999999996,36.839999999999996,32.92,29.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.12,33.480000000000004,48.06,61.42,74.02,85.84,96.02000000000001,104.86,112.94,121.38,111.11999999999999,101.03999999999999,92.44,84.13999999999999,76.06,68.72,62.480000000000004,56.98,51.86,46.68000000000001,42.92,39.2,35.14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,57.42,80.6,99.58,115.16000000000001,128.76,140.07999999999998,149.11999999999998,157.33999999999997,163.26,137.92000000000002,116.58000000000001,97.46000000000001,81.8,68.94,58.019999999999996,48.62,41.32,34.72,30.18,25.420000000000005,21.440000000000005,18.380000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,72.16,98.54,118.92,135.24,148.08,158.35999999999999,166.14,173.04,178.34,142.70000000000002,114.03999999999999,90.28,72.14000000000001,57.8,46.46,37.32,30.64,24.36,19.7,15.760000000000002,12.48,10.180000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.64,75.1,101.6,122.74,138.7,151.2,161.22000000000003,169.2,175.44,180.66000000000003,142.94,112.76,88.67999999999999,69.6,55.459999999999994,44.239999999999995,35.3,28.18,22.560000000000002,17.799999999999997,14.100000000000001,11.16,8.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.92,153.7,177.32,188.96,195.06,197.76,198.96,199.42000000000002,199.76,199.9,96.02000000000001,46.28,22.66,11.02,4.94,2.24,1.04,0.5800000000000001,0.24000000000000002,0.1,0.06,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.94,96.5,125.32,146.18,160.74,171.56,179.26,184.82,189.12,192.2,139.6,99.86000000000001,72.08,52.06,37.900000000000006,27.500000000000004,20.060000000000002,14.600000000000001,10.52,7.54,5.36,3.54,2.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.86,156.8,179.28,190.22,195.7,198.26,199.14,199.56,199.89999999999998,199.92000000000002,93.1,43.18000000000001,20.700000000000003,9.780000000000001,4.300000000000001,1.7400000000000002,0.8600000000000001,0.44000000000000006,0.1,0.08,0.04,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,48.58,68.78,86.66,101.42,114.08,125.74,135.54000000000002,144.0,151.04000000000002,131.56,114.04,98.61999999999999,85.24,73.89999999999999,64.53999999999999,55.64,48.34,41.88,36.64,31.580000000000002,28.0,24.559999999999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.88,60.32000000000001,84.53999999999999,103.58000000000001,119.91999999999999,133.24,144.42,153.22,160.95999999999998,166.98,139.79999999999998,116.66,96.34,80.36,66.76,55.50000000000001,46.16,38.98,32.660000000000004,27.96,23.080000000000002,19.54,16.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.42,49.160000000000004,69.52000000000001,87.38,102.00000000000001,115.16000000000001,126.82000000000001,136.48000000000002,144.94,151.78000000000003,131.88,114.12,98.7,85.17999999999999,73.86,64.04,55.06,47.64000000000001,41.5,36.260000000000005,31.18,27.76,24.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,37.019999999999996,52.480000000000004,67.02,80.56,92.38,102.46,111.92,121.08,128.76000000000002,116.92000000000002,104.9,95.08000000000001,85.32000000000001,76.74000000000001,68.66000000000001,61.839999999999996,55.96000000000001,50.2,45.24,40.440000000000005,36.78,33.160000000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88,34.879999999999995,50.22,64.12,77.28,89.11999999999999,99.35999999999999,108.32,117.08,125.04,113.92,103.32000000000001,93.78,84.78,76.34,68.83999999999999,62.2,56.339999999999996,50.92,46.239999999999995,42.13999999999999,37.67999999999999,34.34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,48.6,68.82,86.66,101.44,114.1,125.74,135.56,144.02,151.04,131.56,114.04,98.60000000000001,85.32000000000001,73.92,64.54,55.64000000000001,48.32000000000001,41.86000000000001,36.660000000000004,31.580000000000005,27.980000000000004,24.54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.46000000000001,149.0,173.96,186.70000000000002,193.4,196.96,198.52,199.26,199.58,199.88,100.46000000000001,50.96,26.020000000000003,13.280000000000001,6.58,3.04,1.48,0.74,0.42,0.12,0.08,0.04,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,42.2,59.60000000000001,75.96000000000001,90.5,102.24000000000001,113.10000000000001,123.80000000000001,131.84000000000003,139.70000000000002,124.72000000000001,109.86000000000001,98.0,85.92,75.34,67.6,60.28,52.08,46.940000000000005,41.54,36.74,32.900000000000006,29.200000000000003
